,Longitude (x),Latitude (y),Station Name,Date/Time,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Extreme_Weather_Condition
216,-137.58,60.77,0,1960-08-04,17.2,1.7,9.5,0.0,0.0,0.0,Normal
217,-137.58,60.77,0,1960-08-05,17.2,1.7,9.5,0.0,0.0,0.0,Normal
218,-137.58,60.77,0,1960-08-06,21.1,1.7,11.4,0.0,0.0,0.0,Normal
219,-137.58,60.77,0,1960-08-07,24.4,6.7,15.6,0.0,0.0,0.0,Normal
220,-137.58,60.77,0,1960-08-08,24.4,2.8,13.6,0.0,0.0,0.0,Normal
221,-137.58,60.77,0,1960-08-09,21.7,3.9,12.8,0.0,0.0,0.0,Normal
222,-137.58,60.77,0,1960-08-10,22.2,11.1,16.7,0.0,0.0,0.0,Normal
223,-137.58,60.77,0,1960-08-11,27.2,2.8,15.0,3.6,0.0,3.6,Normal
224,-137.58,60.77,0,1960-08-12,15.6,11.7,13.7,5.6,0.0,5.6,Normal
225,-137.58,60.77,0,1960-08-13,21.1,9.4,15.3,0.0,0.0,0.0,Normal
226,-137.58,60.77,0,1960-08-14,18.9,5.6,12.3,2.5,0.0,2.5,Normal
227,-137.58,60.77,0,1960-08-15,15.0,7.8,11.4,0.0,0.0,0.0,Normal
228,-137.58,60.77,0,1960-08-16,15.0,7.8,11.4,0.0,0.0,0.0,Normal
229,-137.58,60.77,0,1960-08-17,15.0,6.1,10.6,2.3,0.0,2.3,Normal
230,-137.58,60.77,0,1960-08-18,15.0,6.1,10.6,0.0,0.0,0.0,Normal
231,-137.58,60.77,0,1960-08-19,16.1,3.3,9.7,0.0,0.0,0.0,Normal
232,-137.58,60.77,0,1960-08-20,11.7,0.6,6.2,2.8,0.0,2.8,Normal
233,-137.58,60.77,0,1960-08-21,17.8,0.6,9.2,0.0,0.0,0.0,Normal
234,-137.58,60.77,0,1960-08-22,16.7,-2.2,7.3,0.0,0.0,0.0,Normal
235,-137.58,60.77,0,1960-08-23,17.8,6.1,12.0,1.3,0.0,1.3,Normal
236,-137.58,60.77,0,1960-08-24,16.7,-1.1,7.8,0.0,0.0,0.0,Normal
237,-137.58,60.77,0,1960-08-25,16.7,8.9,12.8,0.0,0.0,0.0,Normal
238,-137.58,60.77,0,1960-08-26,17.8,-5.0,6.4,0.3,0.0,0.3,Normal
239,-137.58,60.77,0,1960-08-27,12.8,0.0,6.4,0.5,0.0,0.5,Normal
240,-137.58,60.77,0,1960-08-28,14.4,3.9,9.2,0.0,0.0,0.0,Normal
241,-137.58,60.77,0,1960-08-29,13.9,-5.0,4.5,0.8,0.0,0.8,Normal
242,-137.58,60.77,0,1960-08-30,14.4,2.8,8.6,0.0,0.0,0.0,Normal
243,-137.58,60.77,0,1960-08-31,12.2,4.4,8.3,0.0,0.0,0.0,Normal
244,-137.58,60.77,0,1960-09-01,15.6,-2.8,6.4,0.0,0.0,0.0,Normal
245,-137.58,60.77,0,1960-09-02,9.4,5.6,7.5,0.0,0.0,0.0,Normal
246,-137.58,60.77,0,1960-09-03,13.9,3.3,8.6,0.8,0.0,0.8,Normal
247,-137.58,60.77,0,1960-09-04,14.4,1.7,8.1,14.5,0.0,14.5,Normal
248,-137.58,60.77,0,1960-09-05,13.3,0.0,6.7,0.0,0.0,0.0,Normal
249,-137.58,60.77,0,1960-09-06,13.3,5.6,9.5,0.0,0.0,0.0,Normal
250,-137.58,60.77,0,1960-09-07,10.6,-5.6,2.5,0.3,0.0,0.3,Normal
251,-137.58,60.77,0,1960-09-08,17.2,4.4,10.8,0.0,0.0,0.0,Normal
252,-137.58,60.77,0,1960-09-09,14.4,-3.3,5.6,0.0,0.0,0.0,Normal
253,-137.58,60.77,0,1960-09-10,16.1,3.9,10.0,2.8,0.0,2.8,Normal
254,-137.58,60.77,0,1960-09-11,19.4,7.8,13.6,0.0,0.0,0.0,Normal
255,-137.58,60.77,0,1960-09-12,20.6,12.8,16.7,0.0,0.0,0.0,Normal
256,-137.58,60.77,0,1960-09-13,15.0,6.1,10.6,0.0,0.0,0.0,Normal
257,-137.58,60.77,0,1960-09-14,13.9,-2.2,5.9,0.0,0.0,0.0,Normal
258,-137.58,60.77,0,1960-09-15,12.8,-6.7,3.1,0.0,0.0,0.0,Normal
259,-137.58,60.77,0,1960-09-16,12.8,-1.7,5.6,0.0,0.0,0.0,Normal
