Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-61.38,66.65,CAPE DYER,2400650,2022-03-30,2022,3,30,,-7.2,,-12.8,,-10.0,,28.0,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-03-31,2022,3,31,,-5.5,,-9.9,,-7.7,,25.7,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-04-01,2022,4,1,,-3.4,,-7.5,,-5.4,,23.4,,0.0,,,,,,,,,,36.0,,35.0,
-61.38,66.65,CAPE DYER,2400650,2022-04-02,2022,4,2,,-2.6,,-7.3,,-4.9,,22.9,,0.0,,,,,,,,,,36.0,,41.0,
-61.38,66.65,CAPE DYER,2400650,2022-04-03,2022,4,3,,0.8,,-5.1,,-2.2,,20.2,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-04-04,2022,4,4,,0.7,,-10.8,,-5.1,,23.1,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-04-05,2022,4,5,,-7.9,,-12.3,,-10.1,,28.1,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-04-06,2022,4,6,,-11.5,,-15.3,,-13.4,,31.4,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-04-07,2022,4,7,,-9.4,,-14.7,,-12.0,,30.0,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-04-08,2022,4,8,,-12.1,,-17.1,,-14.6,,32.6,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-04-09,2022,4,9,,-13.2,,-17.7,,-15.4,,33.4,,0.0,,,,,,,,,,21.0,,50.0,
-61.38,66.65,CAPE DYER,2400650,2022-04-10,2022,4,10,,-12.0,,-15.9,,-13.9,,31.9,,0.0,,,,,,,,,,20.0,,35.0,
-61.38,66.65,CAPE DYER,2400650,2022-04-11,2022,4,11,,-11.7,,-15.8,,-13.8,,31.8,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-04-12,2022,4,12,,-11.8,,-19.5,,-15.7,,33.7,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-04-13,2022,4,13,,-17.5,,-20.7,,-19.1,,37.1,,0.0,,,,,,,,,,34.0,,50.0,
-61.38,66.65,CAPE DYER,2400650,2022-04-14,2022,4,14,,-14.7,,-20.8,,-17.8,,35.8,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-04-15,2022,4,15,,-13.7,,-19.8,,-16.7,,34.7,,0.0,,,,,,,,,,35.0,,31.0,
-61.38,66.65,CAPE DYER,2400650,2022-04-16,2022,4,16,,-17.3,,-20.4,,-18.9,,36.9,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-04-17,2022,4,17,,-16.0,,-23.1,,-19.5,,37.5,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-04-18,2022,4,18,,-20.5,,-23.4,,-22.0,,40.0,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-04-19,2022,4,19,,-19.0,,-24.3,,-21.7,,39.7,,0.0,,,,,,,,,,20.0,,41.0,
-61.38,66.65,CAPE DYER,2400650,2022-04-20,2022,4,20,,-15.3,,-21.0,,-18.1,,36.1,,0.0,,,,,,,,,,19.0,,54.0,
-61.38,66.65,CAPE DYER,2400650,2022-04-21,2022,4,21,,-13.2,,-17.7,,-15.5,,33.5,,0.0,,,,,,,,,,36.0,,50.0,
-61.38,66.65,CAPE DYER,2400650,2022-04-22,2022,4,22,,-11.3,,-16.4,,-13.9,,31.9,,0.0,,,,,,,,,,20.0,,35.0,
-61.38,66.65,CAPE DYER,2400650,2022-04-23,2022,4,23,,-10.2,,-15.7,,-13.0,,31.0,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-04-24,2022,4,24,,-8.2,,-11.2,,-9.7,,27.7,,0.0,,,,,,,,,,21.0,,37.0,
-61.38,66.65,CAPE DYER,2400650,2022-04-25,2022,4,25,,-6.3,,-14.3,,-10.3,,28.3,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-04-26,2022,4,26,,-7.2,,-16.8,,-12.0,,30.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-04-27,2022,4,27,,-14.1,,-18.4,,-16.2,,34.2,,0.0,,,,,,,,,,20.0,,33.0,
-61.38,66.65,CAPE DYER,2400650,2022-04-28,2022,4,28,,-14.1,,-18.4,,-16.2,,34.2,,0.0,,,,,,,,,,20.0,,63.0,
-61.38,66.65,CAPE DYER,2400650,2022-04-29,2022,4,29,,-9.7,,-14.4,,-12.0,,30.0,,0.0,,,,,,,,,,19.0,,39.0,
-61.38,66.65,CAPE DYER,2400650,2022-04-30,2022,4,30,,-6.8,,-10.9,,-8.9,,26.9,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-05-01,2022,5,1,,-7.0,,-13.2,,-10.1,,28.1,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-05-02,2022,5,2,,-12.4,,-15.4,,-13.9,,31.9,,0.0,,,,,,,,,,35.0,,55.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-03,2022,5,3,,-12.6,,-16.0,,-14.3,,32.3,,0.0,,,,,,,,,,35.0,,54.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-04,2022,5,4,,-7.2,,-14.6,,-10.9,,28.9,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-05-05,2022,5,5,,-8.5,,-13.1,,-10.8,,28.8,,0.0,,,,,,,,,,34.0,,42.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-06,2022,5,6,,-4.4,,-12.2,,-8.3,,26.3,,0.0,,,,,,,,,,32.0,,33.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-07,2022,5,7,,-2.9,,-8.6,,-5.8,,23.8,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-05-08,2022,5,8,,-0.3,,-8.9,,-4.6,,22.6,,0.0,,,,,,,,,,20.0,,37.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-09,2022,5,9,,0.8,,-9.5,,-4.3,,22.3,,0.0,,,,,,,,,,1.0,,35.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-10,2022,5,10,,-0.6,,-12.5,,-6.5,,24.5,,0.0,,,,,,,,,,36.0,,35.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-11,2022,5,11,,-9.1,,-12.7,,-10.9,,28.9,,0.0,,,,,,,,,,30.0,,65.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-12,2022,5,12,,-8.8,,-12.3,,-10.6,,28.6,,0.0,,,,,,,,,,30.0,,50.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-13,2022,5,13,,-5.9,,-10.8,,-8.3,,26.3,,0.0,,,,,,,,,,32.0,,31.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-14,2022,5,14,,-9.3,,-12.6,,-11.0,,29.0,,0.0,,,,,,,,,,34.0,,39.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-15,2022,5,15,,-5.4,,-11.6,,-8.5,,26.5,,0.0,,,,,,,,,,36.0,,33.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-16,2022,5,16,,-4.4,,-11.4,,-7.9,,25.9,,0.0,,,,,,,,,,32.0,,31.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-17,2022,5,17,,-5.4,,-10.8,,-8.1,,26.1,,0.0,,,,,,,,,,34.0,,41.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-18,2022,5,18,,-5.3,,-8.6,,-6.9,,24.9,,0.0,,,,,,,,,,36.0,,54.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-19,2022,5,19,,-2.3,,-7.3,,-4.8,,22.8,,0.0,,,,,,,,,,36.0,,41.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-20,2022,5,20,,-3.0,,-9.6,,-6.3,,24.3,,0.0,,,,,,,,,,36.0,,54.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-21,2022,5,21,,-0.5,,-10.0,,-5.2,,23.2,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-05-22,2022,5,22,,-2.9,,-7.0,,-4.9,,22.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-05-23,2022,5,23,,-2.6,,-14.1,,-8.4,,26.4,,0.0,,,,,,,,,,1.0,,41.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-24,2022,5,24,,-10.6,,-14.6,,-12.6,,30.6,,0.0,,,,,,,,,,20.0,,46.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-25,2022,5,25,,-3.4,,-12.4,,-7.9,,25.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-05-26,2022,5,26,,-9.7,,-13.6,,-11.6,,29.6,,0.0,,,,,,,,,,18.0,,41.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-27,2022,5,27,,-6.3,,-12.7,,-9.5,,27.5,,0.0,,,,,,,,,,22.0,,52.0,
-61.38,66.65,CAPE DYER,2400650,2022-05-28,2022,5,28,,0.0,,-7.2,,-3.6,,21.6,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-05-29,2022,5,29,,3.2,,-4.1,,-0.5,,18.5,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-05-30,2022,5,30,,-2.6,,-8.4,,-5.5,,23.5,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-05-31,2022,5,31,,-0.5,,-8.5,,-4.5,,22.5,,0.0,,,,,,,,,,36.0,,33.0,
-61.38,66.65,CAPE DYER,2400650,2022-06-01,2022,6,1,,3.9,,-2.3,,0.8,,17.2,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-06-02,2022,6,2,,7.4,,1.1,,4.3,,13.7,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-06-03,2022,6,3,,12.5,,6.0,,9.2,,8.8,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-06-04,2022,6,4,,6.9,,-1.0,,2.9,,15.1,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-06-05,2022,6,5,,1.2,,-3.4,,-1.1,,19.1,,0.0,,,,,,,,,,35.0,,57.0,
-61.38,66.65,CAPE DYER,2400650,2022-06-06,2022,6,6,,4.2,,-2.8,,0.7,,17.3,,0.0,,,,,,,,,,34.0,,48.0,
-61.38,66.65,CAPE DYER,2400650,2022-06-07,2022,6,7,,10.6,,3.0,,6.8,,11.2,,0.0,,,,,,,,,,34.0,,41.0,
-61.38,66.65,CAPE DYER,2400650,2022-06-08,2022,6,8,,9.6,,2.7,,6.1,,11.9,,0.0,,,,,,,,,,21.0,,31.0,
-61.38,66.65,CAPE DYER,2400650,2022-06-09,2022,6,9,,7.2,,-1.6,,2.8,,15.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-06-10,2022,6,10,,1.0,,-2.0,,-0.5,,18.5,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-06-11,2022,6,11,,0.7,,-6.1,,-2.7,,20.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-06-12,2022,6,12,,0.4,,-5.8,,-2.7,,20.7,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-06-13,2022,6,13,,0.5,,-4.9,,-2.2,,20.2,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-06-14,2022,6,14,,1.7,,-2.5,,-0.4,,18.4,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-06-15,2022,6,15,,8.8,,-1.8,,3.5,,14.5,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-06-16,2022,6,16,,4.0,,-5.0,,-0.5,,18.5,,0.0,,,,,,,,,,35.0,,52.0,
-61.38,66.65,CAPE DYER,2400650,2022-06-17,2022,6,17,,-0.4,,-5.0,,-2.7,,20.7,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-06-18,2022,6,18,,3.2,,-4.3,,-0.5,,18.5,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-06-19,2022,6,19,,3.0,,0.1,,1.6,,16.4,,0.0,,,,,,,,,,35.0,,46.0,
-61.38,66.65,CAPE DYER,2400650,2022-06-20,2022,6,20,,1.1,,-4.2,,-1.6,,19.6,,0.0,,,,,,,,,,33.0,,44.0,
-61.38,66.65,CAPE DYER,2400650,2022-06-21,2022,6,21,,7.2,,-1.1,,3.0,,15.0,,0.0,,,,,,,,,,31.0,,31.0,
-61.38,66.65,CAPE DYER,2400650,2022-06-22,2022,6,22,,5.9,,1.8,,3.8,,14.2,,0.0,,,,,,,,,,22.0,,33.0,
-61.38,66.65,CAPE DYER,2400650,2022-06-23,2022,6,23,,7.3,,-2.3,,2.5,,15.5,,0.0,,,,,,,,,,21.0,,33.0,
-61.38,66.65,CAPE DYER,2400650,2022-06-24,2022,6,24,,3.4,,-2.0,,0.7,,17.3,,0.0,,,,,,,,,,20.0,,42.0,
-61.38,66.65,CAPE DYER,2400650,2022-06-25,2022,6,25,,3.6,,-4.0,,-0.2,,18.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-06-26,2022,6,26,,0.9,,-3.7,,-1.4,,19.4,,0.0,,,,,,,,,,1.0,,35.0,
-61.38,66.65,CAPE DYER,2400650,2022-06-27,2022,6,27,,-0.3,,-3.1,,-1.7,,19.7,,0.0,,,,,,,,,,5.0,,35.0,
-61.38,66.65,CAPE DYER,2400650,2022-06-28,2022,6,28,,1.8,,-3.0,,-0.6,,18.6,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-06-29,2022,6,29,,4.5,,0.4,,2.4,,15.6,,0.0,,,,,,,,,,35.0,,42.0,
-61.38,66.65,CAPE DYER,2400650,2022-06-30,2022,6,30,,2.6,,-2.2,,0.2,,17.8,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-07-01,2022,7,1,,1.2,,-1.2,,0.0,,18.0,,0.0,,,,,,,,,,36.0,,37.0,
-61.38,66.65,CAPE DYER,2400650,2022-07-02,2022,7,2,,1.3,,-2.4,,-0.6,,18.6,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-07-03,2022,7,3,,2.4,,0.0,,1.2,,16.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-07-04,2022,7,4,,4.2,,0.5,,2.4,,15.6,,0.0,,,,,,,,,,36.0,,54.0,
-61.38,66.65,CAPE DYER,2400650,2022-07-05,2022,7,5,,5.0,,-0.4,,2.3,,15.7,,0.0,,,,,,,,,,36.0,,46.0,
-61.38,66.65,CAPE DYER,2400650,2022-07-06,2022,7,6,,7.0,,2.1,,4.6,,13.4,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-07-07,2022,7,7,,10.0,,5.9,,8.0,,10.0,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-07-08,2022,7,8,,8.6,,3.6,,6.1,,11.9,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-07-09,2022,7,9,,7.1,,3.4,,5.2,,12.8,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-07-10,2022,7,10,,8.9,,4.2,,6.6,,11.4,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-07-11,2022,7,11,,7.3,,4.3,,5.8,,12.2,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-07-12,2022,7,12,,5.1,,1.1,,3.1,,14.9,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-07-13,2022,7,13,,3.9,,-1.3,,1.3,,16.7,,0.0,,,,,,,,,,34.0,,48.0,
-61.38,66.65,CAPE DYER,2400650,2022-07-14,2022,7,14,,6.4,,-1.7,,2.4,,15.6,,0.0,,,,,,,,,,35.0,,63.0,
-61.38,66.65,CAPE DYER,2400650,2022-07-15,2022,7,15,,10.1,,4.7,,7.4,,10.6,,0.0,,,,,,,,,,31.0,,52.0,
-61.38,66.65,CAPE DYER,2400650,2022-07-16,2022,7,16,,7.2,,3.1,,5.2,,12.8,,0.0,,,,,,,,,,31.0,,39.0,
-61.38,66.65,CAPE DYER,2400650,2022-07-17,2022,7,17,,3.9,,-1.6,,1.2,,16.8,,0.0,,,,,,,,,,35.0,,37.0,
-61.38,66.65,CAPE DYER,2400650,2022-07-18,2022,7,18,,5.0,,0.0,,2.5,,15.5,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-07-19,2022,7,19,,5.7,,1.8,,3.7,,14.3,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-07-20,2022,7,20,,5.5,,0.6,,3.1,,14.9,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-07-21,2022,7,21,,9.0,,0.9,,4.9,,13.1,,0.0,,,,,,,,,,19.0,,33.0,
-61.38,66.65,CAPE DYER,2400650,2022-07-22,2022,7,22,,10.9,,7.3,,9.1,,8.9,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-07-23,2022,7,23,,11.8,,9.5,,10.7,,7.3,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-07-24,2022,7,24,,12.3,,7.3,,9.8,,8.2,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-07-25,2022,7,25,,8.2,,2.3,,5.3,,12.7,,0.0,,,,,,,,,,32.0,,31.0,
-61.38,66.65,CAPE DYER,2400650,2022-07-26,2022,7,26,,8.0,,2.7,,5.3,,12.7,,0.0,,,,,,,,,,,,,
-61.38,66.65,CAPE DYER,2400650,2022-07-27,2022,7,27,,15.7,,2.9,,9.3,,8.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-07-28,2022,7,28,,16.2,,9.4,,12.8,,5.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-07-29,2022,7,29,,14.9,,10.1,,12.5,,5.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-07-30,2022,7,30,,13.7,,-0.3,,6.7,,11.3,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-07-31,2022,7,31,,8.3,,-0.6,,3.9,,14.1,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-01,2022,8,1,,6.4,,2.0,,4.2,,13.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-02,2022,8,2,,5.3,,3.3,,4.3,,13.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-03,2022,8,3,,6.5,,1.4,,3.9,,14.1,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-04,2022,8,4,,3.1,,-2.2,,0.5,,17.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-06,2022,8,6,,2.7,,0.3,,1.5,,16.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-07,2022,8,7,,4.1,,-0.6,,1.8,,16.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-08,2022,8,8,,5.2,,-0.2,,2.5,,15.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-09,2022,8,9,,6.0,,0.6,,3.3,,14.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-10,2022,8,10,,8.0,,0.7,,4.4,,13.6,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-11,2022,8,11,,12.5,,7.0,,9.8,,8.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-12,2022,8,12,,11.5,,6.0,,8.7,,9.3,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-13,2022,8,13,,6.7,,-0.7,,3.0,,15.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-14,2022,8,14,,7.4,,3.1,,5.3,,12.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-15,2022,8,15,,3.7,,1.5,,2.6,,15.4,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-16,2022,8,16,,4.8,,1.2,,3.0,,15.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-17,2022,8,17,,4.7,,0.8,,2.8,,15.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-18,2022,8,18,,5.3,,1.5,,3.4,,14.6,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-19,2022,8,19,,3.1,,-0.6,,1.2,,16.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-20,2022,8,20,,5.2,,1.6,,3.4,,14.6,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-21,2022,8,21,,8.2,,1.5,,4.9,,13.1,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-22,2022,8,22,,6.8,,2.0,,4.4,,13.6,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-23,2022,8,23,,2.9,,-1.0,,0.9,,17.1,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-24,2022,8,24,,0.3,,-1.7,,-0.7,,18.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-25,2022,8,25,,2.6,,-1.3,,0.6,,17.4,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-26,2022,8,26,,2.7,,-0.4,,1.1,,16.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-27,2022,8,27,,2.5,,-0.4,,1.0,,17.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-28,2022,8,28,,1.3,,-0.6,,0.4,,17.6,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-29,2022,8,29,,0.4,,-2.1,,-0.8,,18.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-30,2022,8,30,,0.1,,-1.6,,-0.7,,18.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-08-31,2022,8,31,,2.9,,-1.7,,0.6,,17.4,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-01,2022,9,1,,1.4,,-2.5,,-0.5,,18.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-02,2022,9,2,,9.6,,0.3,,5.0,,13.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-03,2022,9,3,,4.0,,1.0,,2.5,,15.5,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-04,2022,9,4,,6.4,,0.2,,3.3,,14.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-05,2022,9,5,,0.8,,-1.5,,-0.3,,18.3,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-06,2022,9,6,,2.2,,-0.7,,0.8,,17.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-07,2022,9,7,,4.1,,-0.6,,1.8,,16.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-08,2022,9,8,,7.7,,2.0,,4.8,,13.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-09,2022,9,9,,10.0,,2.7,,6.3,,11.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-10,2022,9,10,,7.1,,-0.4,,3.3,,14.7,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-11,2022,9,11,,7.1,,3.0,,5.1,,12.9,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-12,2022,9,12,,8.2,,3.0,,5.6,,12.4,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-13,2022,9,13,,4.9,,1.1,,3.0,,15.0,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-14,2022,9,14,,5.4,,1.8,,3.6,,14.4,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-15,2022,9,15,,6.4,,0.0,,3.2,,14.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-16,2022,9,16,,1.3,,-2.0,,-0.3,,18.3,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-17,2022,9,17,,1.6,,-2.1,,-0.2,,18.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-18,2022,9,18,,3.5,,-2.4,,0.6,,17.4,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-19,2022,9,19,,9.4,,1.4,,5.4,,12.6,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-20,2022,9,20,,2.2,,-3.8,,-0.8,,18.8,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-21,2022,9,21,,-1.0,,-5.4,,-3.2,,21.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-22,2022,9,22,,-3.7,,-6.7,,-5.2,,23.2,,0.0,,,,,,,,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2022-09-23,2022,9,23,,-4.2,,-7.2,,-5.7,,23.7,,0.0,,,,,,,,,,,M,,M
